age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income_>50K
47,Local-gov,169699,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
34,Private,153927,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
33,Local-gov,173005,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1848,45,United-States,1
42,Private,111895,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,1
48,Private,188610,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1
54,Private,284129,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,1
25,,182810,Some-college,10,Never-married,,Not-in-family,White,Female,0,1564,37,United-States,1
33,Private,236304,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,60,United-States,1
47,Federal-gov,186256,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,1
54,Private,111130,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,1
54,State-gov,188809,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,1
36,Private,117381,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,1
34,Self-emp-inc,233727,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
50,Federal-gov,172046,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
36,State-gov,37931,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,1
65,Private,136384,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
50,Self-emp-inc,68898,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60,United-States,1
48,Private,168262,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,1
67,,350525,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,15,United-States,1
46,Private,283037,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
40,Private,173001,Some-college,10,Married-civ-spouse,Tech-support,Own-child,White,Female,0,1902,40,United-States,1
42,Private,373469,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
34,Private,173730,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
28,Local-gov,205903,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,1
48,Private,123681,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
41,Private,122381,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,50,United-States,1
35,Self-emp-inc,89622,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
44,Self-emp-not-inc,104973,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,1
47,Private,105495,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,1
33,Private,176992,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
40,Self-emp-not-inc,204235,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,1
41,Private,152629,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
30,Self-emp-inc,191571,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1
34,Private,260560,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
52,Self-emp-inc,68015,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,90,United-States,1
55,State-gov,136819,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,1
32,Private,212276,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
30,Private,190511,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
50,Private,285200,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,35,United-States,1
35,Private,132879,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,40,Italy,1
38,Self-emp-inc,179579,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
49,Local-gov,174981,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,47,United-States,1
29,Private,229124,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,1
45,Private,256866,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
39,Local-gov,229651,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
38,Self-emp-inc,244803,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1485,60,Cuba,1
30,Private,169496,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,15,United-States,1
56,Private,75785,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
48,Self-emp-not-inc,181758,Doctorate,16,Never-married,Prof-specialty,Unmarried,White,Female,0,0,60,United-States,1
41,State-gov,365986,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,1
46,Private,37718,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,50,United-States,1
42,Private,344060,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,Japan,1
59,Self-emp-not-inc,357943,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
32,Private,269355,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,50,United-States,1
35,Private,23892,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1
65,,117162,Assoc-voc,11,Married-civ-spouse,,Wife,White,Female,0,0,56,United-States,1
46,Private,189123,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,40,United-States,1
61,Self-emp-not-inc,151369,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,30,United-States,1
59,Private,109015,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,1
62,Private,189665,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,1
31,Private,188246,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1
44,Private,98779,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,1
39,Private,269168,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,China,1
46,Private,278322,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
54,Self-emp-not-inc,269068,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,50,Philippines,1
57,Self-emp-inc,376230,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,99999,0,40,United-States,1
44,Private,231853,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,1902,40,United-States,1
48,Self-emp-inc,103713,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
54,Self-emp-inc,175339,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
32,Self-emp-not-inc,112115,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,1
36,Private,347491,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
34,Private,207668,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1887,40,United-States,1
30,Private,112358,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,1
36,Self-emp-inc,173968,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
33,Federal-gov,331615,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,United-States,1
39,Private,269323,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
33,Private,193285,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,1
51,Private,25932,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,United-States,1
43,Private,185057,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,1
47,Private,168337,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,1
30,Private,331419,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,4787,0,50,United-States,1
58,Private,125317,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
46,Private,235646,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
32,Self-emp-inc,144949,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,1
62,Private,196891,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
40,Local-gov,244522,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,48,United-States,1
49,Private,182862,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,1
47,Local-gov,198660,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
36,Private,153078,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,,1
39,Private,262841,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
39,Federal-gov,72338,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,1
32,Federal-gov,127651,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
35,Self-emp-not-inc,225399,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,8614,0,40,United-States,1
34,Private,161153,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
46,Federal-gov,213140,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,1
31,Private,381153,10th,6,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
37,Self-emp-not-inc,241463,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,65,United-States,1
47,Private,192793,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,1
42,Private,230684,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,5178,0,50,United-States,1
32,Private,32326,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,1
50,Private,106422,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,0,1485,37,United-States,1
52,Local-gov,230112,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
39,Self-emp-inc,372525,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
37,Private,211494,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
47,Private,205100,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
45,Local-gov,324550,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,1
41,Local-gov,235951,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
57,,182836,Some-college,10,Married-civ-spouse,,Wife,White,Female,3103,0,40,United-States,1
40,Private,111067,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,80,United-States,1
51,Private,189762,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,15,United-States,1
43,Private,150528,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
45,Federal-gov,88564,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1
41,Private,174373,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,1
33,Private,175697,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,1
39,Private,306646,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
50,Local-gov,139347,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,,1
57,Private,365683,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,1
34,Federal-gov,121093,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,53,United-States,1
34,Private,192002,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,1
35,Private,278442,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,48,United-States,1
40,Private,187376,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
55,Private,123436,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
26,Private,235520,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
52,Private,284129,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
56,Private,192869,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
42,Private,198096,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,1
51,Self-emp-not-inc,120781,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Other,Male,99999,0,70,India,1
50,Private,341797,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada,1
48,Private,162236,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,1
54,Federal-gov,51048,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
44,Private,125461,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
61,Federal-gov,95680,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3103,0,40,United-States,1
34,Private,101345,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,1
41,Federal-gov,27444,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
23,Private,271354,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,50,United-States,1
53,Local-gov,181755,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,1
70,,98979,Some-college,10,Married-civ-spouse,,Husband,Black,Male,0,0,20,United-States,1
55,Private,248841,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,1
30,Private,97521,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
39,Self-emp-inc,233117,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
40,Private,226902,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
40,Private,191814,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,1
50,Self-emp-not-inc,57758,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
31,Local-gov,85057,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,1
40,Private,121718,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,1
42,State-gov,184105,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,1
43,Private,116379,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,China,1
25,Private,189656,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,60,United-States,1
55,Private,170287,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Poland,1
53,State-gov,105728,HS-grad,9,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,0,0,28,United-States,1
47,Federal-gov,44257,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,1
34,Private,111567,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,1
33,Private,184901,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
41,State-gov,47902,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,1
40,Private,421837,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
50,Private,211319,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,1
47,Private,76034,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,57,United-States,1
42,Private,435356,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,1
34,Federal-gov,96483,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,60,United-States,1
31,Private,179673,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
39,Private,224566,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
42,Private,337276,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
48,Self-emp-inc,106232,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,48,United-States,1
39,Self-emp-not-inc,140752,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
62,Self-emp-not-inc,113440,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,1
40,Private,153372,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
45,Self-emp-inc,270079,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
28,Private,173944,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
39,Local-gov,267893,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Black,Male,7298,0,40,United-States,1
54,Private,174806,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,1
54,Private,37289,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,55,United-States,1
52,Private,162238,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,1
48,Private,191681,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
52,Self-emp-not-inc,185407,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
59,Private,246262,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
66,,194480,11th,7,Married-civ-spouse,,Husband,White,Male,0,2377,2,United-States,1
45,Private,102096,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,,1
45,Private,242391,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
46,Private,129232,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,1
49,Self-emp-not-inc,43348,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,99999,0,70,United-States,1
51,Private,150999,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
53,Self-emp-inc,190762,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
66,Self-emp-inc,74263,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,86,United-States,1
46,Federal-gov,125892,Masters,14,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,15024,0,40,United-States,1
41,Local-gov,247082,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
58,Self-emp-not-inc,204816,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
39,Private,271610,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,1
41,Local-gov,135056,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,8614,0,50,United-States,1
43,Private,125461,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,55,United-States,1
54,Private,139703,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,Germany,1
36,Federal-gov,116580,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,1
62,Self-emp-inc,164616,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States,1
37,Self-emp-not-inc,114719,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,1
34,Private,173495,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1
56,Self-emp-inc,109856,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1
33,Private,392812,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,1
51,Private,277471,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
47,Local-gov,377401,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
33,Private,117779,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,46,United-States,1
57,Private,190488,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
40,Self-emp-inc,157240,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,30,Iran,1
45,Private,188950,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
54,Private,123011,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
53,Private,56213,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
64,Self-emp-inc,59145,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,1
58,Self-emp-not-inc,159021,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,16,United-States,1
22,Private,127768,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,32,United-States,1
47,Private,586657,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Japan,1
69,Self-emp-not-inc,165017,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
66,Private,167711,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,1
32,Private,553405,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,50,United-States,1
46,Private,114032,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,45,United-States,1
72,Self-emp-not-inc,52138,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2392,25,United-States,1
44,Private,313022,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,1
45,Local-gov,188823,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
31,Private,263561,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,45,United-States,1
38,Private,447346,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,1
39,Private,129150,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,1
46,Local-gov,232220,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,1
28,Local-gov,336951,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
37,Private,105803,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,45,United-States,1
27,Private,213225,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,45,England,1
47,Local-gov,114459,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States,1
25,Private,199224,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
43,Private,203642,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1
30,Private,553405,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
43,Private,130126,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1
50,Private,197322,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
42,Private,191429,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,United-States,1
37,Federal-gov,93225,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States,1
61,Federal-gov,136787,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
30,Self-emp-inc,204742,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
42,Local-gov,213019,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1
48,Private,126754,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,1
34,Private,103408,Some-college,10,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,Germany,1
32,Private,331539,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,China,1
61,,198686,Assoc-acdm,12,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,1
51,Private,266336,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,50,United-States,1
51,Self-emp-not-inc,205100,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,United-States,1
36,Private,202662,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
48,Private,204629,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
64,Private,101077,Prof-school,15,Widowed,Prof-specialty,Not-in-family,White,Female,0,2444,40,United-States,1
36,Private,211022,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
39,Local-gov,423605,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1848,40,Nicaragua,1
41,Private,227968,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,35,Haiti,1
28,Self-emp-not-inc,237466,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,1
42,,191149,Bachelors,13,Married-civ-spouse,,Wife,White,Female,0,0,28,United-States,1
56,Private,292710,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
